Title;Author;ISBN;PublishYear;Publisher;Genre;Label
The House on Hackman's Hill;Joan Lowery Nixon;9780812444957;1985;Scholastic Paperbacks;mystery;1
Blood Canticle;Anne Rice;0739306316;2003;Random House of Canada Ltd;fantasy;1
Journey to the Whimsical Software;Dariel Wheeler;1472635530388;1995;William Morrow Paperbacks;thriller;0
The Sleepwalker;Robert Lawrence Stine;9783785530931;1990;Simon Pulse;mystery;1
Ecos Del Corazon;Maeve Binchy;9780440122098;1985;Ted Smart publication;romance;1
La nausée;Jean-Paul Sartre;0141194847;1938;R. Bentley;fiction;1
Back Spin;Harlan Coben;9782266251198;1997;Random House Publishing Group;mystery;1
Heartstopper, Volume 3;Alice Oseman;6257550033;2020;Graphix;romance;1
Understanding Media;Marshall McLuhan;0415253977;1964;Signet;fiction;1
Fantastic Beasts and Where to Find Them;J. K. Rowling;0439321603;2001;Salamandra;fantasy;1
Elusive Zombie: A Memoir;Jacob Horne;7228590647518;1988;Methuen Publishing;romance;0
Journey to the Intriguing Concept;Roy Kent;9690186670528;1901;WingSpan Publishing;fiction;0
Lifting the Tenuous Literature;Zelda Sawyer;1102532986595;1935;Chambers;fiction;0
Killing Time;Linda Howard;9781590861820;2005;Brilliance Audio on CD;mystery;1
The Last Friendly Paper;Wendell Graham;7659141559217;1962;gramedia;fantasy;0
Duel of Desire;Charlotte Lamb;0816141916;1978;G.K. Hall;romance;1
How to Rebuild a Context;Madison Valdez;3063699286122;2025;Genc Destek;mystery;0
Tortilla Flat;John Steinbeck;2070368971;1935;Penguin (Non-Classics);fiction;1
Journey to the Military Recommendation;Donovan Ahmed;2563930532500;1997;Center Point;fiction;0
The Hospitable Death;Stevie Roy;2916135490722;2007;POL;thriller;0
Journey to the Vigorous Version;Jensen Atkinson;3208658245763;2001;Metis Yayıncılık;thriller;0
Bizarre Climate: A Memoir;Micah Murray;4457032269090;1921;Bod ljongs mi dmangs spe skrun khang;romance;0
The Quirky Phone;Ariel Haynes;9644979812415;1925;Círculo de Lectores, S.A.;mystery;0
My Life as a Inner Cigarette;Dahlia Duran;6088718822166;2005;Lectorum;fiction;0
The Legend of the Hospitable Decision;Jamie Robinson;8038924117053;1976;Martin Secker & Warburg Ltd;thriller;0
Revival;Stephen King;3453438485;2014;Heyne Verlag;fiction;1
Ready Player One;Ernest Cline;9780804190145;2008;Pocket;fiction;1
The Chronicles of the Loving Software;Stephanie Wiggins;8940503275647;1900;Geddes & Grosset;mystery;0
The Sins of the Fathers;Lawrence Block;074519866X;1960;HarperCollins;mystery;1
The Solitary Summer;Elizabeth von Arnim;9781438285474;1899;BiblioBazaar;romance;1
The Curse of the Wasteful Clothes;Selah Blair;6294585317353;1950;al-Ajyāl lil-Tarjamah wa-al-Nashr;romance;0
A Guide to Stageing the Affair;Genesis Velasquez;4718295169808;1969;Bertrand Lacoste;fantasy;0
So you want to be a wizard;Diane Duane;9780606118545;1983;Harcourt Brace & Co.;fantasy;1
Beneficial Hearing: A Memoir;Alfredo Acosta;1014456977991;1993;Sidgwick & Jackson, Ltd.;thriller;0
The Zonked Farmer;Mercy Pierce;4459630526117;1939;Kou ying gong si jing xiao;fiction;0
The Secret of the Version;Dominick Maynard;5740603685392;1950;Creative Media Partners;thriller;0
Eric;Terry Pratchett;9780451453570;1990;Harper;fiction;1
Gigi;Colette;0140183191;1900;New York, N.Y.;romance;1
Swimmy;Leo Lionni;0606348433;1963;Tandem Library;fiction;1
First Impressions;Nora Roberts;0340361735;1984;Little, Brown Book Group Limited;romance;1
Water for Elephants;Sara Gruen;9781606860960;2006;Ten Points Publishing Co., Ltd;romance;1
Tales of a Abnormal Concept;Michael Larson;6127965585606;1902;Crime Club / Book Club;mystery;0
The Chronicles of the Roomy Software;Clare Hendricks;5865969521597;1994;Hogarth Press;romance;0
Ordinary People;Judith Guest;9781556903953;1976;viking press;fiction;1
Shadow prey;John Sandford;9780593085325;1990;GraftonBooks;mystery;1
Chronicles of Innate Clothes Kingdom;Charlie Barry;5013679215584;1995;The Large Print Book Company;fantasy;0
The Chronicles of the Twisted Robot;Jayda Sawyer;3615717729995;1950;VIRAGO PRESS LTD;fantasy;0
The Adventures of Gerard;Arthur Conan Doyle;1072912902;1902;Naxos Audiobooks;fiction;1
Software and the Friendly Quest;Lilah Walters;6892441242896;1925;Ediciones Lanzallamas;thriller;0
The Secret of the Cigarette;Salem Fox;3644510338807;1975;Dong yu wen hua shi ye you xian gong si;fantasy;0
Uncovering the Bizarre Passion;Kenneth Long;8036460348365;1947;Robert Laffont;thriller;0
The Curse of the Impartial Importance;Karsyn Hartman;7946466431847;1941;Livros de Brasil;mystery;0
The Chronicles of the Former Yeti;Avery Hart;5551707673412;1901;Kenkyusha;fantasy;0
Memoirs of a Zonked Context;Matthias Bowman;2591934059621;1901;Everymans Library;mystery;0
Destroying the Educated Assumption;Taylor Lane;2707808085682;1978;Reprint Services Corporation;fantasy;0
The Rise and Fall of the Bustling Zombie;Halle Shaffer;9702329437711;1944;Sidgwick & Jackson;romance;0
How to Fling a Guitar;Callahan Stokes;9983289399434;1979;International University Press;thriller;0
The Secret of the History;Finley Bailey;9838151277863;1985;Brontes;fiction;0
Hot Six;Janet Evanovich;1559279656;2000;G.K. Hall & Co.;mystery;1
Giant's bread;Agatha Christie;9780008255640;1929;Hayakawa Shobo;mystery;1
Mysterious Importance: A Memoir;Alessandro Spence;9756260349090;1904;Unwin Hyman;romance;0
Escape from the Imaginative Steak;Jase Kim;6870401577599;1925;Junior Deluxe Editions;romance;0
The Rise and Fall of the Bizarre Possibility;Remi Gallegos;8716603025640;2019;Ready Demolition Books;mystery;0
Shadow of night;Deborah E. Harkness;9780755384754;2012;Hachette Books;thriller;1
Poems and Prose;Edgar Allan Poe;9780679445050;1995;Alfred A. Knopf;fantasy;1
All Together Dead (Southern Vampire Mysteries, Book 7);Charlaine Harris;9780575083929;2007;Brand: Gollancz;romance;1
Death and the Deafening Quest;Quentin Fowler;5959152435403;2014;Sound Room Publishers, Incorporated;fiction;0
Kiss me, Judas;Will Christopher Baer;9780140289015;1998;Viking;thriller;1
Love;Toni Morrison;9780701177638;1999;Vintage;romance;1
Calamity;Brandon Sanderson;0385743610;2016;ALEPH;fantasy;1
Long road to mercy;David Baldacci;1538714361;2018;Grand Central Publishing;thriller;1
A little princess;Thea Kliros;0689844077;1905;Charles Scribner's Sons;fiction;1
The Chronicles of the Adjoining Farmer;Sebastian Avalos;1379952447433;1923;Plaza & Janes Editories Sa;thriller;0
A Spell for Chameleon;Piers Anthony;185723250X;1977;Del Rey;fantasy;1
Death comes to Pemberley;P. D. James;0571288170;2011;Windsor/Paragon;mystery;1
Storm Island;Ken Follett;9781469240572;1978;AST;thriller;1
Inner Election: A Memoir;Ashton Clayton;4159146654690;1903;T.Y. Crowell Co.;mystery;0
Military Employer: A Memoir;Wayne Hunter;9821157625922;1996;George, Allen and Unwin;thriller;0
Journey to the Imaginative Farmer;Everleigh Fletcher;8071864643822;1938;Odin's Library Classics;romance;0
Fairy Tales and Stories;Hans Christian Andersen;9780241139219;1850;HarperCollins Publishers;fantasy;1
Sight for Sore Eyes, A;Ruth Rendell;9781299042940;1998;Goldmann;thriller;1
The Last Confused Yeti;Justice Kramer;3763824613104;1959;Amereon Limited;romance;0
Memoirs of a Handy Microwave;Nicolas Suarez;3690597485035;2002;New Directions;fantasy;0
The Masterharper of Pern;Anne McCaffrey;0345424603;1998;Bookcassette;fantasy;1
A Thousand Splendid Suns;Khaled Hosseini;3596030935;2007;Salamandra;fiction;1
Vanished;Karen Robards;1423305663;2006;Brilliance Audio on CD;thriller;1
The Run;Stuart Woods;0061013439;2000;Books on Tape;thriller;1
The Secret of the Security;Valeria Church;8057000214967;1914;Collins and Harvill Press/Fontana Books;thriller;0
Memoirs of a Innate Assistant;Lilian Dillon;8693104288339;1930;Walker Books Australia Pty, Limited;thriller;0
The Legend of the Adjoining Refrigerator;Kody Watkins;9705891309946;1956;Weidenfeld & Nicolson;fantasy;0
Steming the Voracious Hearing;Kendall Simon;4980855099483;2006;Chand &Company, Limited, S.;romance;0
Bare bones;Kathy Reichs;1501166204;2003;Recorded Books;mystery;1
The Chronicles of the Friendly Mole;Kameron Alexander;5904730297890;1911;Methuen / Magnum;thriller;0
The Napping House (La Casa Adormecida);Audrey Wood;9780152567088;1984;Harcourt Brace Jovanovich;fiction;1
Lost in the Never Woods;Aiden Thomas;9781250313980;2021;Macmillan Young Listeners;fantasy;1
The Legend of the Purring Foundation;Ollie Beck;4467479937759;2007;Hachette Groupe Livre;fantasy;0
The Last Loving Family;Aliya Beck;8473117000036;1953;Samaira Book Publishers;fiction;0
Hearing and the Zonked Quest;Journee Trujillo;1145911862925;1923;Houghton Mifflin;fiction;0
Ammie, come home;Barbara Michaels;0745175910;1968;Severn House Publishers;mystery;1
Blackmailed Into Marriage;Lucy Monroe;0263185974;2005;Harlequin;romance;1
The Curse of the Beneficial Energy;Jennifer Stanley;3288506720477;2014;Broadview Editions;thriller;0
Toys;James Patterson;031612883X;2011;Century;thriller;1
The Final Detail;Harlan Coben;140721313X;1999;Dell;mystery;1
Adventures in History Land;Emerson Castaneda;8001151408317;2024;Crown;mystery;0
Parker Pyne Investigates;Agatha Christie;0007154828;1933;A. Mondadori;mystery;1
Phantastes;George MacDonald;9781522911838;1850;Popular Classics Publishing;fantasy;1
Slant;Greg Bear;0759267812;1997;Little, Brown Book Group Limited;thriller;1
The Chronicles of the Omniscient Zombie;Landry Snow;3956816230161;1978;Simpkin, Marshall;thriller;0
Tales of a Bent Decision;Harrison Reese;2806422886953;1923;iBoo Press House;mystery;0
Finding the Dream;Nora Roberts;9780786211302;1997;Jove;romance;1
The Labours of Hercules;Agatha Christie;9788427201620;1947;Penguin Books;mystery;1
Escape from the Possessive Hearing;Rogelio Vaughn;3964780933138;1951;George Routledge;mystery;0
Outcome and the Dancing Quest;Shay Shepard;3736212247427;1969;Sound Beam;fantasy;0
Chronicles of Stupendous History Kingdom;Hallie Acosta;2853434944922;1903;Ghoghnoos Publishing;fantasy;0
How to Tip a Region;Archie Avalos;8131156940048;1921;Rowohlt Verlag GmbH;mystery;0
Journey to the Loving Farmer;Osiris Salazar;5604869199978;1999;Bebook;thriller;0
Journey to the Golden Climate;Thea Barber;5585255885933;1997;Odin's Library Classics;fiction;0
A rogue's life, from his birth to his marriage;Wilkie Collins;1846370221;1879;Start Publishing LLC;mystery;1
Artemis Fowl and the Arctic Incident;Eoin Colfer;0754065847;2001;Debolsillo;fiction;1
My Life as a Vigorous Family;Gemma Sellers;2885673018386;1968;Agebe;mystery;0
The Lover's Dictionary;David Levithan;3862200043;2010;Fourth Estate;romance;1
The Secret of the Version;Rylee Cobb;7555832345261;2017;Byl Fener;fiction;0
The Shiny Yeti;Anahi Lloyd;5478957965415;2020;The World Pub. Co.;fantasy;0
Tales of a Mysterious Mole;Magdalena Hardy;8555577068627;1999;Bookdoors;romance;0
My Fault;Mercedes Ron;9781728291413;2017;Bloom Books;romance;1
Herland;Charlotte Perkins Gilman;153981596X;1915;1st World Library;fantasy;1
Chronicles of Possessive Guitar Kingdom;Clarissa Haynes;3095115859217;1992;Công ty văn hóa & truyền thông Nhã Nam;thriller;0
Go Ahead, Secret Seven;Enid Blyton;0754060403;1953;Taylor & Francis Group;mystery;1
Clariel;Garth Nix;9780062216809;2003;garth nix;fantasy;1
Hearing and the Handy Quest;Zain Bernal;6272900806419;1940;Dramatist's Play Service;romance;0
The Great Shark Mystery;Gertrude Chandler Warner;9781299968172;2001;Whitman & Company, Albert;mystery;1
Den vita lejoninnan;Henning Mankell;1860469612;1996;Zsolnay;mystery;1
The Queen's gambit;Walter S. Tevis;8381911257;1983;Vintage;thriller;1
Lost Souls;Lisa Jackson;9781306657365;2008;Kensington;mystery;1
Chronicles of Flying Pizza Kingdom;Jasiah Oliver;9280339556621;1980;Jan Förlag;fiction;0
Mrs. McGinty's Dead;Agatha Christie;0563510218;1951;Proa;mystery;1
A Prisoner of Birth;Jeffrey Archer;9752110797;2008;Macmillan Audio;mystery;1
At Odds With Love;Betty Neels;9780263811810;1993;Mills & Boon;romance;1
The Curse of the Extra-small Clothes;Itzel Ruiz;9760838704068;2000;Nonsuch Publishing;thriller;0
Second Form at Malory Towers;Enid Blyton;9780603553325;1941;Methuen Children's Books;mystery;1
Wanting;Penny Jordan;9781408999059;1984;Mills & Boon;romance;1
Four Blind Mice;James Patterson;0446507636;2002;Grand Central Publishing;thriller;1
Mixture and the Unexpected Quest;Adrianna Russo;8797100808517;2008;Beaver Bks.;thriller;0
The Associate;John Grisham;9781846050923;2000;Generico;thriller;1
Blind love;Wilkie Collins;9798769639234;1889;Audio Book Contractors, Inc.;mystery;1
How to Dislike a Dragon;Ila Glenn;8100955387922;1971;Editit Fernandus Hazan;fantasy;0
The Secret of the Death;Natalie Warren;1312856997675;1974;Printed for the members of the Limited Edition Club at the Elm Tree Press;fantasy;0
Escape from the Fanatical History;Huxley Mayer;9954892295196;1971;Zhejiang shao nian er tong chu ban she;fantasy;0
Never the Time and the Place;Betty Neels;9781408982723;1985;Harlequin Enterprises, Limited;romance;1
Rogues;George R. R. Martin;1467685798;2014;Independently Published;fantasy;1
Journey to the Dancing History;Kaiser Russell;8079338740239;1905;Bowker & Bertram;romance;0
Ammonite;Nicola Griffith;0345378911;1993;Random House Publishing Group;fantasy;1
The Harsh Interaction;Justin Burns;2967600983967;1981;George G. Harrap & Co. Ltd;romance;0
Career of Evil;J. K. Rowling;0751563609;2015;Sphere;mystery;1
How to Precede a Software;Leila Huynh;1896180778865;1963;Omega Boek;romance;0
Carnal Innocence;Nora Roberts;8401519012;1991;Wheeler Pub.;thriller;1
The Mummy;Anne Rice;8466617779;1989;Goldmann;fantasy;1
The Curse of the Marvelous Interaction;Keith Friedman;8345901431306;2008;Dr. Daniel Izzo D.D.;mystery;0
Diary of a Harsh Instance;Wesson Velazquez;4370342177254;2001;Ward, Lock;fantasy;0
Diary of a Triumphant Guitar;Aria Washington;3907386109930;1947;Karo;thriller;0
A Guide to Scattering the Cigarette;Noah Buckley;8872789579395;1923;Dial Press;mystery;0
Gate and the Golden Quest;Miranda Beltran;1356640563987;1968;Hyoronsha;thriller;0
Steelheart;Brandon Sanderson;9788466652964;2001;Nova;fantasy;1
The Last Zonked Penguin;Brian Faulkner;3555835947210;1972;Zeplin Kitap;thriller;0
The Chronicles of the Dancing Election;Kaiser Lara;8520768710326;1936;Total-E-Bound Publishing;fantasy;0
The place of the lion;Charles Williams;9992642416;1931;Pellegrini & Cudahy;fantasy;1
Darkly dreaming Dexter;Jeffry P. Lindsay;5551465888;2004;AudioGo;thriller;1
The Story of Little Black Sambo;Helen Bannerman;1593541996;1900;Applewood Books;fiction;1
The Chronicles of the Impartial Assumption;Chase Vance;7196960711290;1979;Izd-vo Troĭka;mystery;0
A Tan and Sandy Silence (Travis McGee Mysteries);John D. MacDonald;0747407312;1971;Fawcett Gold Medal Books;mystery;1
The Curious Case of Benjamin Button;F. Scott Fitzgerald;1708627332;2007;Penguin Books;fiction;1
How to Uncover a Version;Bear Tran;9771060122437;1925;G. Munro;thriller;0
The Stone Monkey;Jeffery Deaver;0743221990;2002;Hodder;thriller;1
A Guide to Campaigning the Security;Janiyah Calhoun;9597099361483;1914;Ed. Melhoramentos;fiction;0
The Arm of the Starfish (O'Keefe Family #1);Madeleine L'Engle;0374303967;1965;Dell Pub. Co.;thriller;1
The Secret of the Article;Riley Macias;2518790758552;1973;Macmilan Publishing Company;thriller;0
After I do;Taylor Jenkins Reid;1476712840;2014;Simon & Schuster, Limited;romance;1
Mythes, rêves et mystères;Mircea Eliade;0844666254;1957;Harper and Row;mystery;1
Journey to the Deafening Paper;Ivy Walls;5145511877971;2020;Bartleby.com;fantasy;0
Scoreing the Harsh Guitar;Jeffery Miles;5787745138044;1914;T. EGERTON;thriller;0
Master of the Game;Sidney Sheldon;1558001018;1982;NXB Văn học;mystery;1
Drifting the Beneficial Version;Zane Callahan;3732765194036;1960;Bukuné;romance;0
Journey to the Roomy Decision;Jamari Torres;1756472092595;1990;FastPencil, Inc.;thriller;0
My Life as a Confused Attention;Hector Avila;3318167416545;1973;Yearling Book;fantasy;0
Howards End;Edward Morgan Forster;014118213X;1910;Trident Press International;fiction;1
The Legend of the Bizarre Steak;Dayana Gould;8551954972593;1977;Viking Kestrel;fiction;0
"""M"" is for Malice";Sue Grafton;9780553713404;1996;G.K. Hall;mystery;1
Scary stories to tell in the dark;Alvin Schwartz;9780062682840;1981;Scholastic Inc.;fantasy;1
Journey to the Beneficial Importance;Monroe Fernandez;1452070607898;1952;P. F. Collier;fiction;0
Homeward Bound, Or, The Chase: A Tale of the Sea;James Fenimore Cooper;142500993X;1800;Reprint Services Corp;thriller;1
Five Children and It;Edith Nesbit;9781519505873;1905;Puffin Books;fiction;1
Diary of a Wacky World;Bethany Hodge;6217913184403;1980;Editions Slatkine;mystery;0
Memoirs of a Loving Instance;Elaine Rich;6770203616243;1922;Stone Arch Books;thriller;0
The Broker;John Grisham;0739449664;2005;AST;fiction;1
The Chronicles of the Wasteful Attention;Karina Odom;8861402413216;1938;GenNext Publication;thriller;0
Elsewhere;Dean Koontz;1542019877;2020;Thomas & Mercer;thriller;1
Throat and the Amazing Quest;Aarav Kent;3806820270573;1960;Cram Cassettes Study Guides;thriller;0
Farmer Giles of Ham;J.R.R. Tolkien;3608960929;1949;Ithaki Yayinlari;fantasy;1
The Legend of the Perfect Paper;Gracelyn Young;1972556485734;1977;Vintage Books;romance;0
The Friendly Possibility;Andrew Carroll;9374742293439;1924;Ulmeiro;thriller;0
Tales of a Impartial Penguin;Maison Pittman;6141253548866;1943;Tantor;thriller;0
The Last Military Assumption;Adriel Bernard;6735779779857;2002;Shoes and Ships and Sealing Wax;fiction;0
Memoirs of a Quirky Length;Lyric Avila;2420594594127;1962;Riverside Press;fiction;0
The Legend of the Cagey Assistant;Chance Houston;2395214831280;1915;Posev;mystery;0
The Last Beneficial Length;Treasure Coffey;9527865690686;1916;The Macmillan Co.;mystery;0
Hidden Love;Carole Mortimer;0373105878;1982;Harlequin;romance;1
The Curse of the Spotty Microwave;Marlee Pitts;7353201437887;1972;Sharon Publications;romance;0
The Great God Pan;Arthur Machen;9781406545531;1894;Hard Press;fantasy;1
Journey to the Deafening Election;Jaxton James;7248459706996;1931;Quartet Books (UK);mystery;0
Gregor the Overlander;Suzanne Collins;9780439678131;2003;Scholastic Inc.;fantasy;1
